"year","seasons","districts","crop_type","production","arable_size","air_temp","atm_pressure","evapo_trans","humidity","l_stemp","ndvi","rainfall","soil_moisture","solar_rad","wind_force"
2020,"Season A","Gatsibo","banana",66714.75,11911.6,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2020,"Season A","Gatsibo","banana",10243.29,3227.36,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2020,"Season A","Gatsibo","banana",28415.8,7079.87,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","banana",72580.99,13356.68,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2021,"Season A","Gatsibo","banana",10958.08,2865.57,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2021,"Season A","Gatsibo","banana",31051.38,7099.09,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","beans",15190.08,14451.57,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2018,"Season A","Gatsibo","beans",8346.19,8046.95,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2018,"Season A","Gatsibo","beans",1502.3,1642.33,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","beans",18655,21237,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","beans",11084.47,18161.93,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2020,"Season A","Gatsibo","beans",1078.36,1652.41,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","beans",14085.67,21468.03,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2021,"Season A","Gatsibo","beans",7456.14,11514.26,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2021,"Season A","Gatsibo","beans",826.6,1560.48,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","Cassava",8746.48,4516.04,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","Cassava",8371,2174,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","Cassava",20489.59,5855.84,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","Cassava",21751.03,6425.59,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","irish_potatoes",8363.03,1018.12,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","irish_potatoes",8523,1510,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","irish_potatoes",10003.1,2348.83,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","irish_potatoes",11600.63,2269.89,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","Maize",39852.35,21179.06,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","Maize",44129,16705,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","Maize",26929.52,16441.45,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","Maize",28704.37,17825.12,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","Sorghum",2306.93,1936.71,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","Sorghum",3958,3225,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","Sorghum",3609.09,4107.96,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","Sorghum",3495.93,3588.52,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","soya",128.91,458.46,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","soya",445,587,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","soya",343.51,570.36,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","soya",523.66,960.29,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","sweet_potatoes",16705.04,2160.45,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","sweet_potatoes",17801,2268,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","sweet_potatoes",20597.9,2373.18,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","sweet_potatoes",21151.98,2837.35,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","vegetables",17540.85,18023.1,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2018,"Season A","Gatsibo","vegetables",3148.59,248.93,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","vegetables",10645,941,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","vegetables",2669.73,780.52,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","vegetables",16544.17,26514.43,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2021,"Season A","Gatsibo","vegetables",3719.42,1010.26,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gatsibo","yams",751.77,154.45,21.83,782.48,0.06,58.96,23.45,0.07,88.35,0.32,334.8,-0.75
2019,"Season A","Gatsibo","yams",89,23,21.05,784.37,0.12,67.44,22.45,0.15,112.52,0.53,336,-0.48
2020,"Season A","Gatsibo","yams",24.87,421.91,11.98,777.12,0.13,64.64,22.69,0.13,100.54,0.45,335.18,-0.49
2021,"Season A","Gatsibo","yams",186.43,82.27,15.5,794.11,0.21,67.71,21.55,0.06,118.9,0.42,333.39,-0.27
2018,"Season A","Gicumbi","banana",25527.74,3807.06,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2018,"Season A","Gicumbi","banana",14601.23,2446.16,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2018,"Season A","Gicumbi","banana",17296.12,2750.35,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","banana",30545,8007,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","banana",480.99,132.61,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2020,"Season A","Gicumbi","banana",9226.36,2634.31,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2020,"Season A","Gicumbi","banana",3008.91,1584.39,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","banana",9816.45,2480.21,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2021,"Season A","Gicumbi","banana",3013.59,1653.92,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2021,"Season A","Gicumbi","banana",5465.86,2195.93,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","beans",7328.67,6662.58,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2018,"Season A","Gicumbi","beans",10363.98,8936.95,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2018,"Season A","Gicumbi","beans",13399.3,11211.32,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","beans",21115,21143,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","beans",5130.63,2213.92,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2020,"Season A","Gicumbi","beans",2866.82,5449.78,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","beans",3997.8,7018.28,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2021,"Season A","Gicumbi","beans",8158.78,10237.09,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2021,"Season A","Gicumbi","beans",12319.76,13455.91,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","Cassava",4556.63,2787.38,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","Cassava",6078,2807,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","Cassava",4.54,8.26,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","Cassava",8083.24,3429.81,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","irish_potatoes",45331.94,4863.25,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","irish_potatoes",50510,5252,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","irish_potatoes",59980.59,6307.93,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","irish_potatoes",26028.17,2886.3,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","Maize",11004.98,5705.27,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","Maize",11955,5570,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2021,"Season A","Gicumbi","Maize",6369.44,4578.71,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","Sorghum",986.26,471.05,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","Sorghum",323,606,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","Sorghum",5912.56,4693.61,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","Sorghum",118.51,133.79,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2019,"Season A","Gicumbi","soya",23,84,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","soya",110.09,177.81,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","soya",79.44,162.37,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","sweet_potatoes",62801.9,6152.42,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","sweet_potatoes",68577,7696,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","sweet_potatoes",7264.17,3479.03,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","sweet_potatoes",63079.97,7032.07,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","vegetables",22767.72,20699.94,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2018,"Season A","Gicumbi","vegetables",8575.24,903.1,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","vegetables",9163,856,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","vegetables",56.72,100.87,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","vegetables",17598.51,22492.73,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2021,"Season A","Gicumbi","vegetables",4948.33,715.02,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gicumbi","yams",892.87,136.78,20.07,782.77,0.11,63.88,21.68,0.17,121.28,0.34,324.94,-0.66
2019,"Season A","Gicumbi","yams",1696,287,19.54,784.62,0.11,69.94,21.02,0.23,120.7,0.56,325.54,-0.5
2020,"Season A","Gicumbi","yams",30583.01,2873.78,10.41,777.39,0.13,67.6,21.24,0.28,133.08,0.52,324.72,-0.53
2021,"Season A","Gicumbi","yams",400.52,76.93,14,794.35,0.18,69.9,20.06,0.2,142.52,0.55,323.55,-0.41
2018,"Season A","Gisagara","banana",2033.68,1087.14,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2018,"Season A","Gisagara","banana",1714.46,932.99,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2018,"Season A","Gisagara","banana",8254.3,5113.43,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","banana",21126,7484,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","banana",6229.7,2650.7,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2020,"Season A","Gisagara","banana",5436.67,2082.31,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2020,"Season A","Gisagara","banana",5833.19,4693.44,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","banana",6569.48,2749.9,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2021,"Season A","Gisagara","banana",5764.4,2112.21,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2021,"Season A","Gisagara","banana",17850.18,4820.84,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","beans",12509.63,10832.81,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2018,"Season A","Gisagara","beans",17.06,5877.34,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2018,"Season A","Gisagara","beans",1317.27,921.87,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","beans",8693,12405,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2021,"Season A","Gisagara","beans",9075.06,16126.43,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2021,"Season A","Gisagara","beans",2.65,5.62,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2021,"Season A","Gisagara","beans",781.44,1307.47,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","Cassava",1399.2,4061,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","Cassava",13199,7923,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","Cassava",15874.2,7209.42,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","Cassava",17606.46,7573.88,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","irish_potatoes",1127.78,301.88,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","irish_potatoes",2011,552,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","irish_potatoes",1106.68,294.76,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","irish_potatoes",953.75,346.65,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","Maize",16057.31,7272,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","Maize",13031,6286,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","Maize",10318.62,6501.12,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","Maize",12020.36,6319.64,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","Sorghum",241.57,140.27,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","Sorghum",164,295,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","Sorghum",484.81,438.17,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","Sorghum",409.14,538,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","soya",758.02,1598.52,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","soya",555,2168,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","soya",1056.14,2234.12,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","soya",1069.26,2016.32,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","sweet_potatoes",14564.26,2482.83,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","sweet_potatoes",24268,4307,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","sweet_potatoes",15251.93,2340.71,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","sweet_potatoes",14382.51,2440.61,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","vegetables",14946.37,13921.44,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2018,"Season A","Gisagara","vegetables",10427.85,668.59,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","vegetables",4377,420,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","vegetables",1955.81,282.97,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","vegetables",11220.01,20045.3,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2021,"Season A","Gisagara","vegetables",2802.99,460.95,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Gisagara","yams",327.79,198.06,22.47,782.08,0.09,56.92,24.15,0.28,95.2,0.31,336.56,-0.74
2019,"Season A","Gisagara","yams",1328,264,21.52,784.11,0.12,64.63,22.94,0.16,132.9,0.52,336.69,-0.54
2020,"Season A","Gisagara","yams",2129.1,308.32,12.53,776.76,0.14,60.48,23.37,0.16,104.26,0.45,335.61,-0.6
2021,"Season A","Gisagara","yams",3511.89,374.93,16.03,793.81,0.23,67.47,22.38,0.34,135.4,0.4,334.93,-0.48
2018,"Season A","Huye","banana",2455.95,575.69,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2018,"Season A","Huye","banana",2016.09,1343.15,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2018,"Season A","Huye","banana",9299.14,2039.24,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","banana",9500,3389,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","banana",8873.74,2378.58,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2020,"Season A","Huye","banana",4808.47,1639.07,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2020,"Season A","Huye","banana",6841.11,3384.6,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","banana",9800.76,2362.44,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2021,"Season A","Huye","banana",5294.18,1905.24,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2021,"Season A","Huye","banana",13818.2,3599.72,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","beans",6941.34,7107.11,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2018,"Season A","Huye","beans",21.26,4461.15,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2018,"Season A","Huye","beans",2198,1815.19,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","beans",6493,9147,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2021,"Season A","Huye","beans",7364.5,11599.57,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2021,"Season A","Huye","beans",0.95,5.23,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2021,"Season A","Huye","beans",2089.62,3068.42,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","Cassava",5299.37,3829.61,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","Cassava",8126,4356,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","Cassava",48089.63,9358.1,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","Cassava",46557.44,9411.8,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","irish_potatoes",1668.8,411.47,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","irish_potatoes",1034,379,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","irish_potatoes",2715.37,653.82,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","irish_potatoes",3414.41,941.38,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","Maize",4304.88,2277.68,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","Maize",3968,2396,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","Maize",6037.59,4094.33,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","Maize",6988.99,4506.88,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","Sorghum",16.93,19.2,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","Sorghum",12,35,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2018,"Season A","Huye","soya",640.74,1381.91,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","soya",831,2225,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","soya",1049.55,1837.04,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","soya",950.96,1905.8,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","sweet_potatoes",16245.55,1785.57,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","sweet_potatoes",16004,2453,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","sweet_potatoes",16282.62,2675.36,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","sweet_potatoes",17600.61,3137.39,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","vegetables",10147.26,10893.85,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2018,"Season A","Huye","vegetables",7415.3,590.3,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","vegetables",2270,241,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","vegetables",3381.07,402.48,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","vegetables",10649.6,16954.75,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2021,"Season A","Huye","vegetables",3202.07,468.72,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Huye","yams",1473.3,63.68,22.47,782.08,0.09,56.92,24.15,0.1,78.95,0.31,336.56,-0.74
2019,"Season A","Huye","yams",1291,336,21.52,784.11,0.12,64.63,22.94,0.09,124.06,0.52,336.69,-0.54
2020,"Season A","Huye","yams",1365.4,563.56,12.53,776.76,0.14,60.48,23.37,0.07,103.22,0.45,335.61,-0.6
2021,"Season A","Huye","yams",1545.8,226.81,16.03,793.81,0.23,67.47,22.38,0.22,127.96,0.4,334.93,-0.48
2018,"Season A","Kamonyi","banana",7567.73,1073.27,21.29,782.3,0.08,59.48,22.88,0.19,98.85,0.31,329.73,-0.88
2018,"Season A","Kamonyi","banana",7333.17,1892.07,21.29,782.3,0.08,59.48,22.88,0.19,98.85,0.31,329.73,-0.88
2018,"Season A","Kamonyi","banana",25448.01,6902.85,21.29,782.3,0.08,59.48,22.88,0.19,98.85,0.31,329.73,-0.88
2019,"Season A","Kamonyi","banana",38624,12318,20.51,784.24,0.12,66.46,21.89,0.07,124.9,0.51,330.14,-0.65
